,新聞,類別
40,（中央社記者陳偉婷台北8日電）14歲李小弟從小二就戴眼鏡，度數年增超過100度，短短幾年就高度近視，今年中更視力模糊、視網膜剝離。他的爸爸才驚覺，過去的錯誤觀念，差點害到孩子。衛生福利部國民健康署婦幼健康組長林宜靜今天上午在記者會表示，台灣小學一年級學生中，每10人就有2人近視，高三學生更將近每10人就有9人近視。根據國健署106年兒少視力監測調查結果顯示，幼兒園大班近視盛行率達9%，小一攀升到19.8%，到小二暑假更是倍數成長到38.7%。有些家長可能會覺得，很多人近視，近視沒什麼大不了；但高雄長庚醫院眼科主治醫師吳佩昌在記者會說，「近視是一種疾病」，對健康影響甚鉅，且年紀愈小近視，度數增加愈快，如果不加以控制，很可能發展到高度近視。吳佩昌說，世界衛生組織已警告，近視500度就是高度近視，眼軸被拉長，眼球像吹氣球，愈吹愈大，就可能會破掉。有視網膜剝離、青光眼提早發生的風險，也可能會失明。很多人也誤以為，就算近視只要做雷射手術就好了，但雷射手術只處理表層，眼軸並不會恢復正常。14歲的李小弟近視超過600度，李爸爸在記者會分享，兒子從國小2年級就戴眼鏡，每年會增加度數超過100度，到國中的時候，因作息習慣不佳，讀書壓力也大，他們也較少帶兒子出門做戶外活動，導致抒壓重心都在手機，且都是近距離用眼，度數增加很快。李爸爸說，今年6月底，兒子突然說「眼睛模糊、看東西不規則」，他們才嚇到，就醫發現兒子視網膜已經剝離。他們驚訝地問醫生：「年紀這麼小的孩子，怎麼可能會視網膜剝離？」才知道高度近視會增加許多眼疾的風險。李爸爸也反省，過去雖然常常叫兒子不要玩手機，但「都沒有替他想，不玩手機，要做什麼活動來替代？」除了減少使用3C、不要長時間近距離用眼，更應提供孩子健康的休閒活動，幫孩子轉移想玩手機的注意力。吳佩昌說，研究發現，小學生下課教室淨空、每週11小時戶外活動，可有效降低近視率；研究也證實，在走廊或樹蔭下戶外活動就可以預防近視。原因是戶外光線會刺激視網膜促進人體生成多巴胺，多巴胺可以阻止眼球橫向拉長而預防近視發生。根據國外研究，每週多1小時戶外活動時間，可減少2%近視風險；相反的，若每週多看1小時手機，則會增加6%近視風險。吳佩昌表示，很多人誤解，以為看電視是造成近視主因，但「長時間」、「近距離」才是近視關鍵，要避免睫狀肌長時間緊繃，就像是肌肉一直提重水也會抽筋。避免近視，應學習「睫狀肌放鬆」的技巧，吳佩昌說，家長應避免安排孩子長時間近距離用眼的學習課程或玩電腦（平板）遊戲，要落實用眼30分鐘休息10分鐘。每天要戶外活動2到3小時，早睡早起才能充分休息。國健署長王英偉也說，許多家長對近距離用眼也有誤解，以為只有寫作業才算，結果要小孩去畫畫、玩玩具、堆積木放鬆，但其實這些都是近距離用眼的範疇。應以戶外活動取代近距離用眼活動。（編輯：卞金峰）1080708,生活
41,（中央社記者汪淑芬、張雄風台北8日電）桃園市空服員職業工會發動長榮空服員罷工6日落幕。昨晚網路傳出有空服工會幹部揚言要「電爆」罷工中途落跑的會員，長榮航空回應，不容許霸凌，公司正研商後續處理。網路傳出一名空服工會幹部揚言要「電爆」罷工中途落跑者，並有傳言，長榮航空可能將這名空服工會幹部轉調地勤。桃園市空服員職業工會今天回應關於郭姓空服員傳出霸凌言詞一事，經工會幹部詢問本人，並無霸凌意圖；至於郭姓空服員遭長榮航空公司停飛，工會則希望公司不要因網路謠言直接懲處。長榮航空回應，不容許工會成員對未加入工會者，或罷工期間提前返回工位崗位者霸凌，公司也正研商相關後續處理。長榮航空重申，空服工會的罷工言行若合乎法律，公司尊重，若違法就會追究。據了解，網傳的這名空服工會幹部，就是今年初在空服工會記者會中的郭姓空服員，控訴在長榮班機上協助一名外籍旅客脫褲、擦屁股而身心受創。長榮航空當時曾公開對協助外籍旅客脫褲、擦屁股的同仁表示肯定及感謝，並對同仁在過程中所受的委屈，表達支持及慰問，也願協助空服員向旅客提告，同時聲明空勤組員並無協助旅客如廁義務，過去曾有類似事件，公司也未歸責空服員。（編輯：方沛清）1080708,生活
42,（中央社記者吳柏緯台北8日電）有線電視分組付費上路得再等等，NCC今天證實，原定2020年上路的有線電視分組付費制度，將延至2021年執行。國家通訊傳播委員會（NCC）在今年6月12日拍板通過有線電視分組付費修正草案，將改變現行「吃到飽」的有線電視生態。不過原本預計明年上路的分組付費制度，現在傳出將要延至2021年。NCC發言人蕭祈宏受訪時證實，由於配套措施尚未完備，因此會內討論後決議將時程延後一年。日前通過的分組付費制度規劃，業者送審有線電視費率時，至少要提出2組頻道方案，而且基本頻道必須以高畫質或超高畫質播送。在基本頻道之外，須提「單頻單買」或是「組合套餐」供用戶選擇，滿足想吃「清冰」或「八寶冰」等不同的需求。NCC綜合規劃處簡任視察王伯珣說明，由於8月起各地方政府就要開始審議明年的有線電視費率，會內討論與評估後認為，若在今年審議時導入分組付費制度，時程太趕，而且NCC相關的配套制度也未建置完全，因此決議暫緩一年實施。王伯珣表示，日前已經發文給各地方政府說明此項規劃，今年8月起的有線電視費率審議將按照舊有的收費標準。不過，目前已經著手處理各項配套措施，包含費率、契約與授權費等，在明年審議費率時，就會要求業者必須提供分組方案，並在2021年執行分組付費。根據NCC規劃的有線電視分組付費制度，有線電視業者必須至少提供2組基本頻道供用戶選擇。第1組必須包含必載的13個頻道，收費上限為200元；第2組則是業者自組頻道，內容以訂戶數較多的人氣頻道為主，收費上限為600元。除此之外，業者也可以提供3組以上的組合供用戶選擇，費率視套餐內容決定。（編輯：林興盟）1080708,生活
43,（中央社記者趙麗妍台中8日電）台中市政府文化局為傳承爵士（Jazz）文化，舉辦「青少年爵士樂團」培訓課程，聘國內、外知名樂手講師教授爵士音樂，提供青年樂手更多舞台。文化局主辦「台中爵士音樂節」邁入17年，持續深化爵士教育，今年續辦「青少年爵士樂團」培訓計畫，透過專業甄選機制及多元完整培訓課程，提升學員演奏能力及對爵士樂的知識了解。7天專業培訓、每天6小時課程，由國內、外爵士樂壇專業樂手指導，邀舊學員回娘家切磋，今年將藉不同風格、國家老師的指導，學習多元爵士曲風、增加異國爵士文化交流。學員經培訓後將有公開演出，還可參與今年爵士音樂節主題曲錄製，收錄在紀念專輯，民眾可於社群網站臉書（Facebook）搜尋「台中爵士音樂節」官方粉絲頁獲得最新消息。（編輯：李明宗）1080708,生活
44,（中央社記者汪淑芬台北8日電）一架遠東航空飛機4月在台中機場偏出跑道事故，飛航安全調查委員會調查發現，和去年及103年華信航空在台中機場偏出跑道事故類似，疑與跑道橫向坡度小，雷雨時排水較慢有關。遠東航空一架ATR72-600型飛機，4月20日晚上，由澎湖機場起飛，在台中機場落地時偏出跑道，航機無損，機上76人均安。飛安會還未完成遠航這起事故調查報告，不過，發現與華信航空去年8月22日及103年9月20日，同樣在台中機場偏出跑道的事故很相似，3起事故都發生在晚上，剛好都是天候不佳並有雷雨，而台中機場跑道並無跑道中心線燈，且跑道橫向坡度偏小，排水速度較慢，飛機夜晚降落時若遇雷雨，跑道易反光影響駕駛操作。華信航空去年在台中機場偏出跑道的飛機也是ATR72-600型，機上人員平安，飛機因撞到跑道邊燈而損傷，飛安會還未發布調查報告。華信航空103年9月20日在台中機場的偏出道事故，是ERJ-190機型飛機，機上人員平安，飛機右發動機罩輕微受損，一盞跑道邊燈及滑行道指示牌損毀。根據飛安會對華信航空在103年9月20日於台中機場偏出跑道的事故調查報告，曾建議民航局與國防部空軍司令部，共同檢視改善台中機場跑道鋪面排水性。民航局場站組長林宏憲受訪說，台中機場是軍民合用機場，國防部已有整建規劃，也找民航局開過會，機場跑道是否需裝設中心線燈及橫向坡度改善，民航局會根據飛安會建議做評估，並向國防部提出實際需求。（編輯：方沛清）1080708,生活
45,（中央社台北8日電）中央氣象局今天指出，受到西南風影響，南部有斷續降雨，中部會有零星雨；各地悶熱，白天高溫普遍在攝氏33度以上。氣象局表示，今天天氣仍受西南風影響，南部會有斷續降雨，中部地區也會有零星雨，午後東北部地區及各地山區有局部短暫雷陣雨。溫度方面，各地悶熱，清晨氣溫也有26至28度，白天高溫普遍在33度以上，花東縱谷、台東南側及大台北、桃園地區仍容易出現36度以上高溫，紫外線指數易達過量至危險級。外出請注意防曬，並多補充水份。空氣品質部分，今天空氣品質普遍較佳，北部空品區位於下風處，晚間風速較弱，局部地區可能達「普通」等級；中部及雲嘉南沿海地區，白天由於風速較強，可能出現地表揚塵現象而影響空氣品質，影響程度視降雨而有所變化。北部、竹苗、中部、雲嘉南、高屏、宜蘭及花東空品區、離島地區以「良好」等級為主。（編輯：戴光育）1080708,生活
46,總統蔡英文7日表示，對社會各界關心的美麗島事件、陳文成命案等案件被列為永久機密的檔案，她會依據日前通過的政治檔案條例，領導國安單位一一重新檢討機密等級，盡可能還原真相。（看完整報導）針對與三星電子及晶圓代工廠台積電合作一事，輝達營運部執行副總裁梭基斯特7日發聲明指出：「NVIDIA下一代繪圖處理器仍會由台積電生產，近日傳聞並不正確。NVIDIA先前就和台積電與三星兩間公司合作，未來也是。」（看完整報導）鐵路警察李承翰因公殉職，將於16日舉行告別式，靈位將入祀忠烈祠，至於告別式場地將另覓地點設置，也有人建議在嘉義車站設銅像紀念，將由相關單位研議。（看完整報導）繼禁止宮鬥劇、權謀劇、發布限古令之後，中國近期再度流傳一張電視劇「審查細則」，限縮翻拍劇，使不少戲劇緊急撤檔或擱置。電影界也同樣緊縮，涉及800壯士死守四行倉庫的電影「八佰」，同樣面臨撤檔命運。（看完整報導）香港網民7日在九龍旅遊區尖沙咀發起「反送中」遊行，向這一帶眾多陸客宣傳反對逃犯條例修訂草案等訴求，發起人宣布有23萬人參加，警方指高峰時約有5.6萬人。遊行結束後，部分參與者不願離去，沿著主幹道彌敦道走向旺角；警方晚間10時30分拉起封鎖人牆開始強制驅離，有多人被捕。（看完整報導）國民黨總統初選民調8日開始，國民黨主席吳敦義形容這是黨史上最大規模、最關鍵的初選民調，黨中央將總動員備戰，出動民調小組、選監小組和黨部人員，確保初選民調順利進行。（看完整報導）行政院7日說，網路流傳行政院長蘇貞昌出席殉職警員李承翰告別式的造謠影片，該影片實際上是蘇貞昌出席屏東鄉親的告別式；且蘇擲筆動作為習俗，卻抹黑為對逝者不敬，是惡意扭曲。（看完整報導）伊朗最高領袖的高層顧問暗示，伊朗可能為了和平目的，將濃縮鈾純度提高到5%。法國總統馬克宏說，將尋求在15日之前與有關各方重啟對話，以降低與核協議相關的緊張情勢。（看完整報導）日本強化管制3項關鍵半導體原料出口南韓，日韓恐將爆發貿易戰。學者認為，對台廠而言，短期有轉單效應利多題材，但長期仍弊大於利。（看完整報導）台灣「鞍馬王子」李智凱，7日在2019年拿坡里世界大學運動會競技體操男子鞍馬決賽，壓軸出賽的他再繳出全場最高的15.400分，成功寫下世大運鞍馬2連霸。（看完整報導）上午8點同步發送電子報！快來訂閱「早安世界」給你最精華的新聞摘要。若有任何建議請來信告訴我們，想獲得更多最新資訊快來和中央社做朋友。歡迎訂閱中央社國際新聞電子報，每週三、日發報，掌握世界脈動。,生活
47,（中央社記者楊明珠東京8日專電）宜蘭岳明國小學童去年在淨灘時，撿到日本女大學生椿原世梨奈3年前在石垣島遺失的相機，結下奇緣，這些小學生在東京表演布袋戲訴說這段奇緣並提倡海洋環保意識。目前就讀日本上智大學4年級的椿原於3年半前在沖繩石垣島潛水時遺失相機，這台相機經過234公里、900多天的漂流，去年3月27日被在蘇澳海邊淨灘的岳明國小5年級忠班學生們拾獲；之後透過網路訊息分享，隔天找到相機失主椿原。去年4月樁原到蘇澳取回相機。上個月椿原履行承諾，到岳明國小參加這群學童的畢業典禮。昨天是日本民眾過七夕的日子，在駐日代表處的安排之下，由岳明小學老師李公元率領的18位學童與他們口中的椿原大姐姐首度在東京相會，學童們在駐日代表處台灣文化中心演出布袋戲，敘述這段海漂相機結奇緣的故事並提倡海洋環保。駐日副代表張仁久出席這場別開生面的見面會。他致詞時肯定岳明國小學童們從5年級開始就進行淨灘活動。他說，現在海洋汙染很嚴重，上個月底在大阪舉行的20國集團（G20）峰會就特別重視海洋環保議題，他希望學童們的環保意識能持續下去。他也說，學童們這次到日本進行教育交流很有意義，每年台日之間的高中生教育旅行約有5萬人次，期待學童們能與日本多交流。椿原表示，學童們所表演的布袋戲中觸及的海洋環保問題發人深省，尤其是她很喜歡潛水，想保護美麗的海洋，看著小朋友們賣力宣傳保護海洋的觀念，她也會思考自己能做什麼。她說，看到自己的相機變成戲偶登台，覺得有點不好意思。她還說，雖然語言不通，但岳明國小的學童常和她通LINE，還會熱心地教她中文，有時只是用視訊揮揮手也讓她覺得很開心，得知全班18位學童這次要到東京訪問、表演，她特別來觀賞。她計劃明年大學畢業後去台灣學中文。岳明國小全校只有7班，今年畢業的這一班因去年撿到海漂相機，受到國內外媒體報導而大紅。教師李公元趁機推廣海洋環保意識，帶著學童在台灣各地淨灘。李公元對媒體表示，這次是透過募款籌措旅費，率領學童到日本交流，一行於2日抵達日本，先到千葉縣銚子市與成田市與當地國小交流，並且在銚子市的犬吠埼進行淨灘活動，趁機讓學生了解海廢是全球性的問題。他說，即使是大家印象中覺得很乾淨的日本，海邊也是有垃圾。參與淨灘的學童林育誠表示，日本的海廢似乎比台灣少一點，以同樣的時間淨灘，在台灣的海邊大概可撿到8大袋垃圾，這次在犬吠埼撿到4袋。岳明國小師生一行預定10日返國。一行人此次也受到與蘇澳站締結姊妹的銚子電鐵邀請，到電車上表演，成田市也邀請學童穿日式傳統服飾參加慶典活動，讓學童們感到很開心。（編輯：林憬屏）1080708,生活
48,（中央社雪梨7日電）彰化鹿港高中及高雄林園國小參加2019FIRST樂高聯賽亞太區公開冠軍賽，今天分別榮獲「機器人表現」第一名及「程式設計」第二名佳績，總統蔡英文與副總統陳建仁皆拍賀電恭賀。駐雪梨台北經濟文化辦事處發布新聞稿指出，今年共有來自20多國、40支隊伍參加7月4日至7日在雪梨麥考瑞大學（Macquarie University）舉辦的FIRST樂高聯賽（FIRST LEGO League，FLL）亞太區公開冠軍賽。辦事處指出，比賽參賽者從小學生到中學生都有，成績7日揭曉，國立鹿港高中校長林宜賢率領的「鹿高靈肌一點通」團隊（Astronauts of Taiwan）從賽程開始就一路保持最高積分，最終贏得「機器人表現」第一名。辦事處指出，「腦袋空空」團隊（OMG SPACE）由高雄市林園國小主任吳雅茹領軍，雖然選手年齡較小，但他們群策群力，勇奪「程式設計」第二名。比賽期間，兩支隊伍在會場擺設台灣文化攤位，陳列凸顯台灣主體性的各項文宣品，與各國選手進行文化交流。辦事處說，為慶賀兩支隊伍的優異表現，蔡總統及陳副總統分別拍發賀電，由辦事處處長王雪虹代為轉發。FLL是用樂高機器人系列為主要器材的國際競賽，參賽者須在限時內找出許多問題的解決方案，設計機器人完成任務，主要是為培養年輕學子對科技的興趣。（編輯：周永捷）1080707,生活
49,（中央社記者汪淑芬台北7日電）交通部幕僚單位證實，中華顧問工程司9日將開臨時董事會，前交通部長林陵三可望被選為新任董事長。中華顧問工程司為交通部監督的非營利公設財團法人，主要協助交通部推動工程技術研發與改進。交通部長林佳龍擔任台中市長時，林陵三獲邀擔任台中市副市長，與林佳龍熟識，因林陵三也是學工程出身，今年稍早就已有傳聞林陵三要接任中華顧問工程司董事長。至於上任一年多的現任中華顧問工程司董事長吳盟分，據了解將辦理退休。（編輯：唐聲揚）1080707,生活
50,（中央社記者陳偉婷台北7日電）蕎蕎是「罕見天使」，罹患2種罕病，她從全身軟趴趴到能作畫、開畫展，面對生命困頓從未停下努力的腳步。她筆下是美麗的世界和夢想，儘管路難走，也要有勇氣。18歲的蕎蕎出生時就是一個特別的孩子，雖然新生兒檢查沒發現異樣，但身體肌肉無力，全身軟趴趴，一直到8個月大時，確診粒線體缺陷症，1歲半才學會用手撐著地板坐著，一直到3歲半才開始學爬。每前進一步對蕎蕎都是困難的挑戰，蕎蕎媽媽林淑寬今天受訪時表示，從3歲半到6歲間，為了學爬，蕎蕎的下巴撞地數次、鮮血直流，還縫了好幾針。6歲學會爬，爬到9歲才能站。經過漫長的每天苦練，15歲時才終於能牽著手走短短的路。除了肢體障礙，蕎蕎的語言發展也慢。一直到6歲才學會說5個字，這5個字是「媽媽我愛妳」；小學三年級時終於找到合適的輔具，開始學注音，一直到小六才把拼音學會，終於可以閱讀。儘管學習進度慢，蕎蕎獨有的光芒沒有被掩蓋。她小學四年級時，用簡單的文字寫了一首小詩：「烏雲一來，雨就一絲絲的下。我去拿我的那一把藍色的小雨傘，穿著雨衣雨鞋，自由自在的在水中跳舞，非常開心。」道盡她對走路的渴望。蕎蕎12歲時開始學畫，林淑寬說，學畫除了可以復健手的細部肌肉，更重要的是，她希望如果有朝一日她無法再陪伴，至少蕎蕎有畫畫為伴、有情緒抒發的管道，就算一個人生活也不會害怕。要控制顫抖的手拿筆作畫相當不容易，蕎蕎每畫一小區塊就要花2到3小時，完成一幅畫作至少要2到3個月。但她學畫不久就展現極佳的才能，畫裡總有豐富、特別的色彩，筆觸細膩又乘載著夢想。蕎蕎最喜歡的畫作是「芭蕾舞女孩」；她下午受訪時說，一直都很希望能真正站起來走路，希望有朝一日可以像畫中的女孩一樣，輕舞飛揚。另一幅畫作「幸福的孩子」，畫的是在冰上散步的北極熊母子。蕎蕎在說明欄寫著：「我覺得我就像是小熊一樣，跟媽媽在一起很幸福。」蕎蕎一直到今年3月，又確診另一個罕見疾病「脊髓小腦動作協調障礙29型」。林淑寬說，這是相當罕見的基因突變導致的病症，全球病例不多，在亞洲更是少見。但蕎蕎面對疾病非常樂觀，從來沒有失去信心、委靡。面對生命重大的挑戰，要能樂觀以對，當然不是一蹴可幾。林淑寬說，她轉念的重要轉折是蕎蕎2歲多時，為了學講話，醫師建議剪掉過短的舌繫帶。但在耳鼻喉科診間，母女還沒準備好，醫師就下刀了，蕎蕎痛得大哭，媽媽也因為不捨而跟著大哭。在她大哭那一瞬間，林淑寬說，突然感覺到蕎蕎不哭了，還用小手拍了拍她的肩膀。也讓她頓悟，自己的情緒會影響到孩子，於是下定決心，每一天都要快快樂樂的活，也養成蕎蕎樂觀、開朗的個性。有一次，蕎蕎問媽媽：「為什麼我會得罕病？」林淑寬回答：「因為妳很偉大」，得到很多人的愛和幫助，並不是很多人都會基因突變，因為得病，有機會讓大家更了解這種罕見的疾病，也可以幫助到別人。蕎蕎也問媽媽：「我什麼時候才能走路？」林淑寬則說：「那就要繼續努力。」不管障礙的程度多深，她認為只要努力、不要放棄，「用足夠的時間等待」，都會發現孩子的亮點，可以點亮他們的未來。林淑寬還記得，蕎蕎第一次到帶著畫作到公益攤位擺攤，有一個阿姨買了畫，蕎蕎馬上回過頭來，臉上綻放笑容，開心地說：「媽媽，賣東西的感覺太好了！」獲得賞識的成就感，就是障礙者自立生活的原動力。小腦萎縮症病友協會近日在台北剝皮寮歷史街區展出病友及家屬的創作。除蕎蕎的畫，還有不少令人讚嘆的作品。病友家屬李振飛用筆畫下太太的身影。他說，雖然小腦萎縮症會讓病患的樣貌起變化，但在他心目中，「太太永遠是最漂亮的。」還有一名病友王美玲，為了展覽，提起顫抖的手，花3小時寫「愛」字，溫柔堅定的筆觸也令人動容。協會理事長林秀成表示，展覽除了鼓勵病友社會參與，也希望社會大眾更了解病友的內心世界，增加社會友善度，也鼓勵病友多走出家門，多活動也有助延緩退化。（編輯：陳清芳）1080707,生活
51,（中央社記者葉子綱嘉義市7日電）林務局嘉義林區管理處今天表示，阿里山銀河行星季登場，觀賞天文正是好時節，歡迎情侶、親子家庭到阿里山賞銀河，看滿天星斗，寫下愛的印記。林務局嘉義林管處指出，暑假正是阿里山夏季銀河及五大行星登場時節，都市因為光害而較難欣賞到銀河美景，阿里山國家森林遊樂區的小笠原山觀景平台，提供360度的環景視野，更是親近滿天星斗的最佳地點。嘉義林管處指出，攜手嘉義市天文協會舉辦夏季阿里山天文營活動4梯次，明天上午9時開放報名，行程中白天漫步巨木群道及水山步道森林浴和天文望遠鏡教學，晚間坐車到祝山，穿越星光森林小徑，到小笠原山觀景平台賞銀河。嘉義林管處表示，傳說中農曆7月7日是牛郎和織女一年一次跨越銀河在鵲橋相會的日子，這次活動正好在七夕情人節前夕舉辦，有銀河的七夕將更浪漫，親近滿天星斗正是時候，相關訊息請上嘉義林管處官網或洽詢嘉義市天文協會。（編輯：翁翠萍）1080707,生活
52,（中央社記者沈如峰宜蘭縣7日電）位在宜蘭縣的太平山國家森林遊樂區是避暑勝地。林務局在暑假期間特別將開園時間提早到凌晨4時，方便遊客入山一日遊；暑假期間每周末提早到凌晨2時30分，可欣賞日出之美。太平山國家森林遊樂區介於海拔500公尺至近2000公尺之間，夏天氣候涼爽，向來是遊客規劃避暑好去處。山區有多條自然步道，可徜徉在綠野山林之間，也可搭乘園區蹦蹦車，呼吸森林芬多精，甚至還可欣賞拂曉日出，享受自然生態美景。太平山國家森林遊樂區管理中心經理黃信偉今天告訴中央社記者，因山區提供住宿的太平山莊，早在住宿日前兩個月就開放網路訂房，暑假期間的訂房狀況早已客滿，因此現在若要前往山區住宿可能一房難求，除非當天有遊客取消住宿，其他遊客才能後補入住，因此暑假期間若到太平山旅遊，建議一日遊。他表示，為讓一日遊的遊客能提早入園，悠遊太平山，遊樂區在暑假期間每天提前於凌晨4時就開園；期間每逢周末更提前於凌晨2時30分開園，方便民眾前往園區的太平山莊、翠峰湖、望洋山步道觀景台等地欣賞日出。此外，園區的蹦蹦車於暑假期間，每日加開下午3時30分從太平山站前往茂興站的班次，每日共行駛9班往返班次。由於蹦蹦車是園區相當受歡迎的設施，座位數量有限，每天上午7時就開賣當天座位，建議遊客入山當天及早訂票。（編輯：翁翠萍）1080707,生活
53,（中央社記者葉子綱嘉義市7日電）阿里山林鐵風姿綽約，阿里山日出氣象萬千，林務局阿里山林鐵及文資處今天邀請大家同享「森音旅行」，身處森林步道，聆聽日出的聲音，用耳朵感受聲音的景致，與大自然連結。林務局阿里山林業鐵路及文化資產管理處響應7月17日台灣聆聽日，邀請台灣聲景協會與遊客，在對高岳觀日坪「聆聽日出的聲音」，漫步水山步道「聽森音」及巨木群道「聽樹說」，用聲音與大自然連結。阿里山林鐵及文資處指出，將在7月17日開動「森音旅行」主題列車，邀民眾同行，在清晨微光的杉木林中，漫步至對高岳觀日坪，在日出跳躍的那一刻，聆聽日出的聲音。阿里山林鐵及文資處表示，此行還要前往水山步道、巨木群道，網羅森林裡的聲景，帶引遊客用聲音寫下旅程的記憶，「森音旅行」限定名額，相關訊息請至阿里山林鐵及文資處官網查詢。（編輯：翁翠萍）1080707,生活
54,（中央社記者張雄風台北7日電）農委會動植物防疫檢疫局今天表示，確診雲林縣2土番鴨場及1火雞場禽流感案例。今年全台累計確診及撲殺禽流感禽場案例已達35例。防檢局今天表示，家畜衛生試驗所通知，雲林縣東勢鄉2土番鴨場（皆為周邊監測）及1火雞場（主動通報）家禽，皆確診為H5N2亞型高病原性禽流感。雲林縣動植物防疫所依標準作業程序執行該等禽場計鴨隻6520隻、火雞計1121隻撲殺銷毀作業，並督導業者完成場區清潔及消毒工作。今年迄今全台確診及撲殺禽流感禽場案例35例。防檢局說明，由於最近持續受西南風影響，中部地區以南發生「劇烈天氣」（雷擊、強風、瞬間強降雨等）機率高，家禽易因天候劇變造成緊迫而增加罹病的機會，家禽飼養業者應落實禽場良好的日常操作管理，包含適當放養密度、適度添加營養物質、適時調整通風排水設備及加強生物安全管控措施，以避免家禽重要疾病的發生。防檢局呼籲，業者如發現場內家禽有異常死亡、攝食量、飲水量或產蛋量下降等情形，應立即通報所在地動物防疫機關協助檢診，並依照防疫人員指導為必要處置措施，以避免病原擴散。防檢局強調，地方動物防疫機關近日於家禽密集飼養區周邊進行環境消毒工作，請養禽業者同步於場內清潔消毒作業，以共同清除生產環境中潛存的病原。（編輯：陳俊碩）1080707,生活
55,（中央社記者張雄風台北7日電）看好台灣寵物商機，愈來愈多廠商加入，也有本土寵物沐浴劑獲得國際品牌大獎，更行銷全球；還有業者上募資平台，要為寵物打造烘乾機，讓消費者可以有更多選擇。根據「2019寵物白皮書」統計，台灣有養寵物的飼主大約只占總人口的10%，人數上還有很大的發展空間。看好寵物用品的未來發展，除了常見的飼料、寵物保健食品外，也有愈來愈多廠商研發寵物專用的清潔用品，滿足飼主寵愛毛小孩的心。唯一連續2年（107~108年）蟬聯「世界品牌獎」（World Branding Awards）寵物沐浴劑年度品牌的台灣廠商營運執行長趙裕華接受中央社記者訪問時提到，為了堅持品質，甚至還打造本土的實驗室，在成份調配上比人用的沐浴乳更加嚴謹。再次獲得國際肯定，趙裕華指出，由於評比標準根據品牌價值、消費市場研究、和消費者投票（占總分權重的70%），因此，受獎品牌必須在消費者心中擁有一定的忠誠度，才能在比賽中勝出。趙裕華表示，以台灣為起點，產品已經行銷全球，諸如美加、中港澳、新馬菲泰、印尼、越南、日本、澳洲、匈牙利等國家，成為不一樣的「台灣之光」。同樣也是寵物清潔相關用品，另一家業者在募資平台上募款、研發而成的寵物烘乾機，則是為了解決飼主在替寵物梳洗完後，簡化幫毛小孩吹乾的過程。研發團隊指出，狗狗的聽力是人類的3到5倍，貓咪的聽力又比狗狗好上1.5倍，直接使用吹風機可能會造成寵物容易緊張、逃脫，甚至造成寵物耳朵受傷害的風險，因此設計低噪音的烘乾機，吹風機通常為 80分貝以上，但烘乾機只有54分貝，幾乎跟大家在圖書館翻書的聲音一樣小聲，因此不用擔心寵物四處奔逃，造成家中一片狼籍。（編輯：陳清芳）。1080707,生活
56,（中央社屏東縣7日電）屏東希望合唱團參加德國「布拉姆斯國際合唱音樂節暨合唱比賽」在聖樂組、民謠組及兒童組中奪金獎，其中在兒童組金獎中更拿下第一名，為合唱團參加5次國際賽中成績最好的一次。希望兒童合唱團是執行長蔡義方11年前為讓他服務的佳義國小合唱團學生在畢業後能延續唱排灣族古謠的熱情，同時在舞台上找到自信及定位而設立。希望合唱團的成員從國小到高中多是排灣族，有2/3來自弱勢家庭，一直由各界贊助，總統蔡英文也曾贊助團員前往義大利參加2項國際賽，每次國際賽都讓國際見識合唱團員以天籟之音吟唱原住民古謠的台灣之聲。2016年，希望合唱團受邀在蔡總統就職典禮中，以排灣族古謠混樂獻唱國歌，造成轟動。這次前往德國比賽，蔡義方說，這是合唱團首次唱西方聖樂，這也是得獎團體中唯一團員全是兒童，其他都是成人混兒童，聖樂對兒童難度很高，且評審多是歐洲評審，能奪金獎不容易。蔡義方又說，這次比賽抱回3個金獎，是5次參加國際比賽中成績最好的一次；比賽兒童組金獎中還分為第一名至第五名，團員能拿下第一名實在不容易。（編輯：陳俊碩）1080707,生活
